,text,label
1782,"Sudan: Foreign Troops Run Gauntlet of Government Displeasure Television footage aired over the weekend showed a group of Rwandan soldiers dancing and clapping their hands. With AK-47 assault rifles firmly strapped across their shoulders, the 150 troops sported green berets adorned with African Union badges as they ...",0
1783,Cardinal hears farewell in John Paul #39;s remarks BRUSSELS One of 15 cardinals with Pope John Paul II during a weekend visit to a French shrine was quoted in Belgian news media on Monday as saying the ailing pontiff may have been making his farewells. ,0
1784,Can GameStop Be Stopped? GameStop's lack of a competitive advantage leaves investors with many questions.,2
1785,Advertisers Go Digital to Track Ads  NEW YORK (Reuters) - Top marketers are going digital to  track the delivery of commercials into U.S. homes with a system  some advocates say will revolutionize advertising the way  product codes changed the selling of sliced bread.,3
1786,U.S. Advertisers Go Digital to Track Ads  NEW YORK (Reuters) - Top marketers are going digital to  track the delivery of commercials into U.S. homes with a system  some advocates say will revolutionize advertising the way  product codes changed the selling of sliced bread.,3
1787,"Briefly: Gateway says, hold on to your hard drive roundup Plus: Kinko's debuts Web-based print options...Majoras takes charge of FTC...Business Objects to bundle IBM tools.",3
1788,Coyotes Re-Sign Right Wing Mike Johnson (AP) AP - The Phoenix Coyotes re-signed right wing Mike Johnson on Tuesday to a three-year contract.,1
1789,"Holiday Pals Berlusconi, Blair Cement Ties (AP) AP - With a bandanna on his head and a grin on his cheeks, Italy's flamboyant Premier Silvio Berlusconi has been playing vacation host to Britain's Tony Blair in Sardinia, an unlikely holiday coupling that highlights an Italian-British alliance bolstered by the Iraq war.",0
1790,Mobile Boohoo for Sohu Chinese net stock Sohu.com (Nasdaq: SOHU) dropped by 10 on Friday after the company announced that its multimedia messaging services with China Mobile Communication had been temporarily suspended for a year. The sanctions were ...,2
1791,"AOL releases Netscape update Netscape Communications upgraded its namesake browser on Tuesday to version 7.2, a rare sign of life at America Online #39;s moribund browser division. ",3
1792,"Many similarities, differences between #39;04 US basketball and #39;80 Soviet hockey teams This was no miracle, but you could not tell by the amount of elation surrounding the Dream Team #39;s trip to the woodshed Sunday. ",1
1793,"Top-seeded Federer upset in second round ATHENS, Greece (AP)  Top-seeded Roger Federer was eliminated in the second round of the Olympics Tuesday night, losing 4-6, 7-5, 7-5 to Tomas Berdych of the Czech Republic. Federer, who won Wimbledon the past two years and replaced Andy Roddick atop ...",1
1794,"UN rights chief deeply concerned about refugee camp massacre in Burundi GENEVA, Aug. 17 (Xinhuanet) -- The United Nations human rights chief expressed her deep concern over the massacre in the Gatumba refugee camp in Burundi last Friday, a UN official said here Tuesday. ",0
1795,Public servant backs Scrafton PRIME Minister John Howard said he would not be swayed by more public servants coming forward in relation to the children overboard scandal. ,0
1796,"US troops move gets muted response BERLIN, Germany (AP) -- Germany #39;s defense minister expressed regret Tuesday about US plans to restructure its forces abroad -- changes expected to hit Germany the hardest with the pullout of two heavy divisions. Japan and Australia embraced the changes. ",0
1797,"Stocks Higher on Economic Data, Earnings  NEW YORK (Reuters) - U.S. stocks traded higher on Tuesday,  despite oil prices hitting a new high before falling back, as  U.S. economic reports showed an easing of inflationary pressure  and a sharp rebound in the housing market.",2
1798,"U.S. Public Now Evenly Split on Iraq War (AP) AP - Nine months of chaos and casualties in Iraq since Saddam Hussein's capture have taken a heavy toll on American opinion of President Bush's decision to go to war. Last December, when Saddam was caught, public support for Bush was 2-to-1 in favor. Now the public is evenly divided on whether the war was the right thing to do or whether it was a mistake.",0
1799,"Rumsfeld warns on spy shake-up US Defence Secretary Donald Rumsfeld urges caution on US intelligence reform, saying it could create new barriers.",0
1800,"Stocks up on positive consumer price report NEW YORK (AP) - A drop in consumer prices and a decline in crude oil futures Tuesday allowed investors to put aside worries about inflation, at least for the short term, and they sent stocks modestly higher. ",2
1801,"RealNetworks Slashes Music-Downloading Prices With competition heating up in the online music business, RealNetworks Inc. slashed prices Tuesday for downloading music. ",3
1802,"New bird species discovered LONDON - A new species of flightless bird has been discovered on a remote island in the northern Philippines, Filipino and British researchers announced Tuesday. ",3
1803,"Symantec Updates SOHO Gear To Battle Against Worms, Phishing Symantec on Tuesday introduced versions of its consumer and small business security software with updates that protect against network-scanning worms such as Sasser, and keep phishing attacks at bay. ",3
1804,"Packers #39; rookie punter struggling GREEN BAY, Wis. (AP) -- Tim Couch #39;s troubles grasping the West Coast offense gave rookie punter BJ Sander plenty of opportunities to make a good first impression with the Green Bay Packers. ",1
1805,"Holiday Pals Berlusconi, Blair Cement Ties With a bandanna on his head and a grin on his cheeks, Italy #39;s flamboyant Premier Silvio Berlusconi has been playing vacation host to Britain #39;s Tony Blair in Sardinia, an unlikely holiday coupling that highlights an Italian-British alliance ...",0
1806,"Illinois Helps Residents Import Prescription Drugs  CHICAGO (Reuters) - Illinois residents will soon be able to  buy lower-cost prescription drugs from Canada, the United  Kingdom and Ireland, sidestepping U.S. regulators' objections  to imported drugs, Gov. Rod Blagojevich said on Tuesday.",2
1807,Giants to Start Manning Against Carolina (AP) AP - Eli Manning is going to get a chance to open the season as the New York Giants' starting quarterback.,1
1808,World 100m Champion Edwards Banned  ATHENS (Reuters) - World 100 meters champion Torri Edwards  will miss the Athens Olympics after her appeal against a  two-year drugs ban was dismissed on Tuesday.,1
1809,"India to surpass China as world's most populous country in 2050: study (AFP) AFP - India is projected to outpace China and become the world's most populous country by 2050, growing by 50 percent in the next 46 years to reach more than 1.6 billion people, a US research institute said.",0
1810,Odumbe handed five-year ban Former Kenya captain Maurice Odumbe receives a five-year ban for receiving money to fix a match.,0
1811,"Consumer Prices Decline, Housing Rebounds WASHINGTON - Consumer prices fell by 0.1 percent in July as gasoline prices dropped while output at factories and housing construction posted healthy rebounds, offering hope the economy has escaped this summer's ""soft patch.""   The Labor Department said Tuesday that the decline in its closely watched Consumer Price Index was the first decrease since a 0.2 percent drop last November. The CPI had been up 0.3 percent in June and an even sharper 0.6 percent in May, reflecting big jumps in energy costs...",0
1812,"Stocks Climb on Drop in Consumer Prices NEW YORK - Another jump in oil prices pre-empted a rally on Wall Street Tuesday, though stocks managed to post modest gains on the strength of the latest consumer price report, which put many investors' inflation fears to rest for the near term.    Stocks started the session strong after the government's Consumer Price Index registered a small drop in July, giving consumers a respite from soaring energy prices...",0
1813,Treasuries Gain After Tame Inflation  NEW YORK (Reuters) - Treasury debt prices rose on Tuesday  after July inflation figures proved subdued and soaring oil  prices pointed to slower U.S. consumer spending down the line.,2
1814,"New PC Is Created Just for Teenagers (AP) AP - This isn't your typical, humdrum, slate-colored computer. Not only is the PC known as the hip-e almost all white, but its screen and keyboard are framed in fuzzy pink fur. Or a leopard skin design. Or a graffiti-themed pattern.",3
1815,"Home Depot raises view as profit tops estimates ATLANTA, Aug 17 (Reuters) - Home Depot Inc. (HD.N: Quote, Profile, Research) on Tuesday reported a 19 percent rise in second-quarter profit, handily topping estimates, as store renovations and efforts to improve service drove higher ...",2
1816,"Applied Materials Takes on Metron Applied Materials (Quote, Chart) said it filled a major gap in its services portfolio with its acquisition of Metron Technology (Quote, Chart). ",2
1817,"Two new, tiny moons found around Saturn Paris, France, Aug. 17 (UPI) -- The Cassini-Huygens spacecraft has detected two tiny, previously-unknown moons orbiting Saturn between Mimas and Enceladus, mission scientists said Tuesday. ",3
1818,PalmOne Announces SD WiFi Card palmOne today announces that it is to provide a second level of wireless connectivity for Tungsten T3 and Zire 72 handheld users with the introduction of its first Wi-Fi card. Developed specifically for handheld owners who want to complement the ...,3
1819,Cell phone carriers to get Linux option CHICAGO - Motorola Inc. and Hewlett-Packard Co. on Monday said they agreed to an expanded deal to help mobile telephone service providers use Linux-based computers to run their core network systems. ,3
1820,"Coyotes re-sign RW Johnson to three-year deal ----------------------------------------------- GLENDALE, Arizona (Ticker) - Mike Johnson missed most of last season after undergoing shoulder surgery, but that didn #39;t stop the Phoenix Coyotes from giving him the veteran right wing a three-year contract ...",1
1821,"Roddick escapes, Federer doesn #39;t at Olympics Andy Roddick and Roger Federer both found themselves mired in three-set struggles Tuesday night at the Olympics. ",1
1822,"Giants will give Eli first start Thursday No. 1 draft pick Eli Manning will make his first start at quarterback for the New York Giants in their exhibition game Thursday against the Carolina Panthers, coach Tom Coughlin announced Thursday, according to ESPN. ",1
1823,"Eight terror suspects charged in Britain  LONDON, Aug. 17 (Xinhuanet) -- British police on Tuesday charged eight terrorism suspects with conspiracy to murder. ",0
1824,"Consumer Prices Drop, Industry Output Up  WASHINGTON (Reuters) - U.S. consumer prices dropped in July  for the first time in eight months as a sharp run up in  gasoline costs reversed, the government said on Tuesday in a  report suggesting the U.S. Federal Reserve can stick to a plan  of gradual interest-rate rises.",2
1825,"Women Employees Sue Costco Women employees of Costco Wholesale Corp. filed a sex discrimination class action suit today, alleging that the giant retailer imposes a glass ceiling that prevents women from reaching the top and keeps them in lower paid positions.",2
1826,Advertisers Go Digital to Track Ads (Reuters) Reuters - Top marketers are going digital to\track the delivery of commercials into U.S. homes with a system\some advocates say will revolutionize advertising the way\product codes changed the selling of sliced bread.,3
1827,"Study: Unpatched PCs compromised in 20 minutes The average ""survival time"" is not even long enough to download patches that would protect a computer from Net threats.",3
1828,Olympics-Fencing-U.S. and Swiss End Gold Drought  ATHENS (Reuters) - Mariel Zagunis won the first fencing  gold for the United States for 100 years when she beat Xue Tan  of China 15-9 in the inaugural Olympic women's sabre final on  Tuesday.,1
1829,"Slaves' descendants should get tax exemption: US Senate hopeful (AFP) AFP - American descendants of African slaves should be exempted from US federal taxes for a generation or two to compensate them for the state-sanctioned exploitation of their ancestors, an aspiring US Senate hopeful declared.",0
1830,"Britain Charges 8 in Terror Plot Tied to U.S. Alert  LONDON (Reuters) - Britain charged eight terrorism suspects  Tuesday and said one had plans which could be used in terror  attacks on U.S. financial targets in New York, New Jersey and  Washington.",0
1831,"Apple #39;s Real Rivalry If you go by the headlines alone, it sounds like RealNetworks (Nasdaq: RNWK) is about to embark on a heady money-losing venture as it halves prices for its music download service Harmony, looking to take a bite out of Apple ...",3
1832,Olympics: Federer crashes but Roddick survives Olympic scare ATHENS : World No 1 Roger Federer of Switzerland crashed out of the Olympic tennis tournament when he lost to unseeded Tomas Berdych of the Czech Republic. ,1
1833,CU #39;s Bloom Denied Request University of Colorado wide receiver Jeremy Bloom has lost his bid to continue playing college football while accepting endorsements to support his professional skiing career. ,1
1834,"Men #39;s Singles : Interview with JUAN CARLOS FERRERO (ESP) Q. It #39;s a slow road back, isn #39;t it? You #39;ve had the illness and injury problems earlier in this year. Did you lose confidence or what? ...",1
1835,"Australia envoy in N Korea talks Australia #39;s foreign minister is in North Korea, urging the Stalinist state to renounce nuclear weapons. ",0
1836,"IBM Takes New Tack in SCO Legal Battle (Ziff Davis) Ziff Davis - In its ongoing war with SCO over Linux and Unix IP, IBM is trying a new tactic: declaring that SCO has no rights over its ""homegrown"" Unix code.",3
1837,"Today Inca Trail, Tomorrow Inca Road A consortium of nonprofits aim to restore sections of the Inca Road, the 500-year-old route that linked the Inca Empire from present-day Colombia to central Chile.",3
1838,Birding Column: Moments of Photographic Rapture Birdman of Belair Mathew Tekulsky waxes on the serendipitous moments when birds and timing alight together for memorable photographs.,3
1839,"Could Australia's Deadly Snakes Put Bite on Cancer? Eighty percent of Australia's snake species are venomous, making the continent a paradise for researchers seeking the next generation of miracle drugs for human diseases.",3
1840,"Africa's Penguins Still Reeling From ""Guano Craze"" Faced with the lingering effects of a 19th-century trade in seabird excrement and more modern pressures, jackass penguins are struggling to recover, conservationists say.",3
1841,Spider-Venom Profits to Be Funneled Into Conservation Pharmaceutical companies have profited from medicines derived from spiders. Now a group called Venom Venture is making sure some of that money goes toward conserving the spiders themselves.,3
1842,"Paradoxically, African Railroad Keeps Habitat Intact Normally, transportation routes through wilderness are frowned on by conservationists. But a newly restored railroad in Madagascar is persuading locals not to slash and burn the surrounding landscape.",3
1843,"Insect Vibrations Tell of Good Times and Bad Thornbugs communicate by vibrating the branches they live on. Now scientists are discovering just what the bugs are ""saying.""",3
1844,"Friday the 13th Phobia Rooted in Ancient History Fear of Friday the 13th has roots in a Viking myth, ancient Rome, and even the Last Supper.",3
1845,"U.S. Studying Israeli West Bank Home Plan (AP) AP - The United States withheld judgment Tuesday on whether Israel's plans to build 1,000 new homes in Jewish settlements in the West Bank violate the U.S-led Middle East peace plan.",0
1846,"Sharon Allows 1,000 More Settler Homes in West Bank  JERUSALEM (Reuters) - Prime Minister Ariel Sharon, facing a  party mutiny over his plan to quit the Gaza Strip, has approved  1,000 more Israeli settler homes in the West Bank in a move  that drew a cautious response on Tuesday from Washington.",0
1847,"Iraq's Sadr Snubs Peace Delegation in Najaf  NAJAF, Iraq (Reuters) - Iraq's radical cleric Moqtada  al-Sadr refused on Tuesday to meet a delegation of Iraqi  political and religious leaders seeking to end a rebellion in  the holy city of Najaf and other parts of the country.",0
1848,"Costco Target of Sex Bias Lawsuit (Reuters) Reuters - Lawyers leading a record-setting\sex discrimination case against Wal-Mart Stores said on Tuesday\they filed a lawsuit against Costco Wholesale Corp. (COST.O),\claiming the company kept women out of top store management\posts.",2
1849,"Stocks End Higher, Lifted by Data  NEW YORK (Reuters) - U.S. stocks ended higher on Tuesday,  even as oil prices hit another record, as investors  were  encouraged by data showing an easing of inflationary pressure  and a sharp rebound in the housing market.",2
1850,Oil Up on Rosy U.S. Economic Data  LONDON (Reuters) - Oil prices rose to another record high  on Tuesday on U.S. economic data showing inflationary pressure  was held in check in July and ahead of weekly inventory data on  Wednesday expected to show a decline in crude stocks.,2
1851,HP's order system chaos to continue throughout August &lt;strong&gt;HP World&lt;/strong&gt; SAP hell lingers,3
1852,Feature: A New IDEA in Air Quality Monitoring Combining the assets of NASA and the EPA with NOAA's weather information is at the heart of a new NASA project called IDEA:\ Infusing Satellite Data into Environmental Air Quality Applications. IDEA will improve forecasters' ability to track regional pollution and make air quality forecasts.,3
1853,"Soldering Surprise on the Space Station There's nothing routine about working in space, as astronaut Mike Fincke found out recently when he did some soldering onboard the International Space Station.    ScienceNASA -- Richard Grugel, a materials scientist at the Marshall Space Flight Center, watched his video monitor in disbelief...",3
1854,"Taking the Pulse of Planet Earth Scientists are planning to take the pulse of the planet -- and more -- in an effort to improve weather forecasts, predict energy needs months in advance, anticipate disease outbreaks and even tell fishermen where the catch will be abundant.",3
1855,"AMD Ships New Mobile Athlon 64, 90-nm Processors Advanced Micro Devices on Tuesday said it has begun shipping a 3700 mobile Athlon 64 processor. The chip maker also confirmed it has started shipping processors on its 90-nanometer manufacturing process for revenue. ",3
1856,Symantec Updates Home And Small-Office Security Products The updates are designed to protect against network-scanning worms and keep phishing attacks at bay. ,3
1857,"Kinko #39;s Software Connects Windows Apps to Print Centers Fedex Kinko #39;s Tuesday rolled out free software that connects Windows users to the firm #39;s print centers for ordering printing, binding, and shipping services. ",3
1858,Olympics-Fencing-US and Swiss End Gold Drought ATHENS (Reuters) - Mariel Zagunis won the first fencing gold for the United States for 100 years when she beat Xue Tan of China 15-9 in the inaugural Olympic women #39;s sabre final on Tuesday. ,1
1859,"Sharon Allows 1,000 More Settler Homes in West Bank JERUSALEM (Reuters) - Prime Minister Ariel Sharon, facing a party mutiny over his plan to quit the Gaza Strip, has approved 1,000 more Israeli settler homes in the West Bank in a move that drew a cautious response on Tuesday from ...",0
1860,"Applied Materials Returns to Profit  SAN FRANCISCO (Reuters) - Applied Materials Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=AMAT.O target=/stocks/quickinfo/fullquote""&gt;AMAT.O&lt;/A&gt;,  the largest maker of chip-making tools, on Tuesday said healthy  spending on new semiconductor factories more than doubled  revenue and returned it to a quarterly profit.",2
1861,AMD enters the 90-nanometer zone Chipmaker becomes the last of several well-known chip companies to begin making 90-nanometer processors.,3
1862,"Cops Test Handheld Fingerprint Readers EAGAN, Minn. (AP) -- Several Minnesota police departments are field testing a handheld device that scans a suspect's fingerprint and digitally checks it against Minnesota's criminal history and fingerprint database...",3
1863,"wheat (Canadian Press) Canadian Press - TORONTO (CP) - Field trials of genetically modified wheat are still being conducted in Canada by multinational biotech giant Monsanto despite a pledge earlier this year that the testing would be abandoned, critics said Tuesday.",0
1864,"Sharon Allows 1,000 More Settler Homes in West Bank  JERUSALEM (Reuters) - Prime Minister Ariel Sharon, facing a  party mutiny over his plan to quit the Gaza Strip, has approved  1,000 more Israeli settler homes in the West Bank in a move  that drew a cautious response Tuesday from Washington.",0
1865,"Americans Settle for 1-1 Tie With Aussies THESSALONIKI, Greece - The U.S. women's soccer team needed only a tie Tuesday and that's all it got - settling for a draw against a team it had always beaten...",0
1866,"Ill. Plans Online Network to Import Drugs CHICAGO - Ignoring a federal ban on prescription drug imports, Illinois' governor announced Tuesday that the state would have an online clearinghouse running within a month to help residents purchase drugs from Canada, Ireland and the United Kingdom.    The state won't import the drugs itself, but plans to contract with a Canadian company to connect state residents with foreign pharmacies that have been approved by state health inspectors...",0
1867,"Britain Charges 8 Terrorist Suspects LONDON - British police charged eight terrorist suspects Tuesday of conspiring to commit murder and use radioactive materials, toxic gases, chemicals or explosives to cause ""fear or injury"" in a case involving an alleged top al-Qaida operative at the center of a U.S. terror alert this month...",0
1868,Mobile Boohoo for Sohu (The Motley Fool) The Motley Fool - Chinese net stock Sohu.com (Nasdaq: SOHU - News) dropped by 10 on Friday after the company announced that its multimedia messaging services with China Mobile Communication had been temporarily suspended for a year. The sanctions were imposed after Sohu sent solicitations for phone messaging services without China Mobile's approval. Sohu is now down 25 after its high-flying start to this calendar year.,3
1869,"McAfee Finds Security in Foundstone (The Motley Fool) The Motley Fool - Shortly after we came back from our big vacation overseas in May, my Apple (Nasdaq: AAPL - News) PowerBook was hit with a computer virus. I can't tell you which one, but it was enough to cripple my Microsoft (Nasdaq: MSFT - News) Office for the Mac software. Symantec's (Nasdaq: SYMC - News) Norton Anti-Virus found the bug, and then eradicated it by exterminating my entire in-box. (Thanks, guys.)",3
1870,Fencing: U.S. and Swiss End Gold Drought  ATHENS (Reuters) - Mariel Zagunis won the first fencing  gold for the United States for 100 years when she beat Xue Tan  of China 15-9 in the inaugural Olympic women's sabre final on  Tuesday.,1
1871,"Iraq's Sadr Declines to Meet Najaf Peace Delegation  NAJAF, Iraq (Reuters) - Iraq's radical cleric Moqtada  al-Sadr refused on Tuesday to meet a delegation of Iraqi  political and religious leaders who want him to call off his  uprising in the holy city of Najaf and other areas.",0
1872,Court Rejects Yukos #39; Appeals About Tax Claim Yukos suffered a double blow Tuesday when the Moscow Arbitration Court rejected attempts by the oil major to cover part of a \$3.4 billion bill in back taxes and postpone collection of the claim. ,2
1873,"Costco Target of Sex Bias Lawsuit SAN FRANCISCO (Reuters) - Lawyers leading a record-setting sex discrimination case against Wal-Mart Stores said on Tuesday they filed a lawsuit against Costco Wholesale Corp. (COST.O: Quote, Profile, Research) , claiming the company kept women out of top ...",2
1874,"Investors: Nortel may axe 5,000 jobs OTTAWA (Reuters) - Nortel Networks Corp. investors predicted Tuesday the telecom equipment giant will again slash jobs when it reports long-overdue results this week, and shrugged off news of another criminal probe into its high-profile accounting woes. ",2
1875,"Stocks End Higher, Lifted by Data NEW YORK (Reuters) - US stocks ended higher on Tuesday, even as oil prices hit another record, as investors were encouraged by data showing an easing of inflationary pressure and a sharp rebound in the housing market. ",2
1876,Air Canada Creditors Clear Carrier #39;s Bankruptcy Plan (Update2) Aug. 17 (Bloomberg) -- Air Canada creditors including a General Electric Co. unit and Deutsche Bank AG cleared a plan that gives them most of the company #39;s equity when the carrier emerges from bankruptcy protection at the end of September. ,2
1877,AMD enters the 90-nanometer zone Advanced Micro Devices says it has reached a chip manufacturing milestone that will lead to improvements across its range of processor offerings for PCs and servers. ,3
1878,Flash Video Takes a Front Seat Macromedia announced a new kit that simplifies the way professional developers add video to their Web sites. ,3
1879,"Microsoft Integration Server on Deck Microsoft (Quote, Chart) is ready to ship Host Integration Server 2004, offering a Windows interface to mainframes and legacy applications. ",3
1880,"Phelps Pushes Gold-Medal Haul to Three ATHENS, Greece - With the quest to surpass Mark Spitz out of the way, Michael Phelps could savor one of the greatest races in swimming history. Phelps claimed his second and third gold medals of the Athens Games on Tuesday, winning the ...",1
1881,"Canadian poolcrasher prompts tighter security ATHENS - Olympic organizers have increased security inside all sports venues today after a Canadian, whose body was emblazoned with the name of an Internet casino, climbed out of the stands and jumped off one of the boards into the pool. ",1
1882,"Americans Settle for 1-1 Tie With Aussies THESSALONIKI, Greece - The US women #39;s soccer team only needed a tie Tuesday, and that #39;s all it got - settling for a draw against a team it had always beaten. The Americans tied Australia 1-1, ending a perfect record against the Matildas ...",1
1883,Southern African Development Community Agrees on New Election Guidelines Southern African leaders have agreed to a set of rules aimed at enhancing the transparency of elections and democratic rule in the region. ,0
1884,"Army: May Not Withhold Halliburton Money  WASHINGTON (Reuters) - The U.S. Army on Tuesday appeared to  reverse a decision to stop paying a portion of Halliburton  Co.'s &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HAL.N target=/stocks/quickinfo/fullquote""&gt;HAL.N&lt;/A&gt; bills in Iraq and gave the company more time to  resolve a billing dispute.",2
1885,Lions' Porcher Accepting Diminished Role (AP) AP - Robert Porcher knows his NFL career is heading toward the end.,1
1886,"Romania Wins Women's Gymnastics Gold, U.S. Takes Silver  ATHENS (Reuters) - Romania underlined their superiority  over the rest of the field by storming to the women's  gymnastics team gold at the Olympic Games Tuesday.",1
1887,"Japan Powers Past Cuba in Baseball  ATHENS (Reuters) - In a baseball battle of gold-medal  contenders, Japan banged three home runs to defeat Cuba 6-3  Tuesday, as starter Daisuke Matsuzaka pitched into the ninth.",1
1888,"Stocks Up on Data, Despite Oil's Rise  NEW YORK (Reuters) - U.S. stocks ended higher for a third  successive day on Tuesday, even as oil prices rose to another  record, after investors were encouraged by data showing an  easing of inflationary pressure and a sharp rebound in the  housing market.",2
1889,"Restoration Hardware Names Tate COO Tate, who will also become executive vice president of the Corte Madera-based home furnishings chain, was most recently the operating chief at Krispy Kreme Doughnuts Inc. ",2
1890,Can RealNetworks Play Losses For Gain? NEW YORK - This is how serious the competition for digital music customers has become: RealNetworks will widen its losses in the hope of upgrading users to its premium subscription service. ,3
1891,"CA Strengthens Security Investment CA (Quote, Chart) has taken a renewed interest this week in network security with two additions to its eTrust portfolio. The company acquired spyware killer PestPatrol and launched a consulting practice to assist partners with Vulnerability Manager ...",3
1892,"New Wi-Fi Spec Pushes for 100 Mbps A consortium of companies collaborating under the moniker  quot;WWiSE quot; today announced their intended submission of a complete joint proposal to the IEEE 802.11 Task Group N (TGn), which is chartered with developing a next-generation ...",3
1893,DOD Chooses Linux Clusters Linux Networx has announced that two Department of Defense centers will be using Linux cluster supercomputers from the company to conduct battlefield simulations. The clusters are part of an initiative to modernize the DOD #39;s ...,3
1894,"RVS Rathore: The silver lining Waiting for the bus to the Markopoulos shooting range this afternoon, a question from a Chinese journalist rattled me.  quot;From India? How many medals have you won? quot; ...",1
1895,"Overrated NBA athletes losing to better teams For the purist, watching basketball played at the Olympic level is a nice break from what #39;s become of the game in this country. ",1
1896,"Olympics-Federer #39;s Games dream shattered ATHENS, Aug 17 (Reuters) - World number one Roger Federer was bundled out of the Olympic tennis tournament on Tuesday by unheralded Czech Tomas Berdych. ",1
1897,"Montreal at San Francisco, 7:05 PM SAN FRANCISCO (Ticker) -- The San Francisco Giants will look for their sixth straight win Tuesday when they continue a four-game series against the Montreal Expos at SBC Park. ",1
1898,"Arrested Qaida terrorist an India-born WASHINGTON: Abu Musa al-Hindi, one of the principle terror suspects charged with plotting to attack US financial institutions, has been identified as India-born Dhiren Barot. British police on Tuesday charged Barot, 32, of gathering surveillance plans of ...",0
1899,Media giant BSkyB sues EDS over troubled CRM system London-based media giant British Sky Broadcasting Group has filed a legal claim against Electronic Data Services over a problematic CRM system designed to support the media company's customer support call centers.,3
1900,"Microsoft readies Host Integration Server 2004 The newest edition of Host Integration Server, which replaces the 2000 version, is designed to make it easier for users to link Windows systems with IBM mainframes and midrange iSeries servers.",3
1901,"Q A: HP's Livermore sees no need for HP-UX on x86 Ann Livermore, executive vice president of HP's Technology Solutions Group, discussed the company's recent earnings report and talked about its hardware plans.",3
1902,"Pentagon turns to Linux for high-end battlefield simulations As part of its technology update program, the Defense Department has turned to two 256-processor Linux Networx Evolocity cluster supercomputers to improve complex computerized battlefield simulations.",3
1903,"Gartner revises PC market forecast, warns of downside Although the PC market won't grow as fast this year as originally envisioned by Gartner analysts, the industry is still expected to sell 12.6 more units this year than in 2003.",3
1904,"IBM seeks dismissal in second part of SCO case In documents filed Friday with the U.S. District Court for the District of Utah, IBM sought the dismissal of a major component of the lawsuit filed against it last year by The SCO Group.",3
1905,Analysts concerned about longer-than-expected G5 delays Analysts from Prudential Equity Group and UBS are warning that delayed shipments of G5 chips from IBM could affect Apple Computer's bottom line,3
1906,"Making Slideshows Comparing photo slideshow computer applications, Thomas E. Weber writes for the Wall Street Journal,  #147;Those using an Apple computer won #146;t need to agonize over which slideshow program to choose. Apple #146;s excellent iLife package (\$49; included with new Macs) is all they #146;ll need. Users can construct slideshows in the package #146;s easy-to-use iDVD program or move slideshows from iPhoto into iDVD for burning onto a disc. For more effects, the iMovie video-editing software can add panning and zooming motion. #148; Aug 17",3
1907,New Europe Coaches Make Mark in World Cup (AP) AP - It didn't take long for the new coaches of three soccer powers to make their marks.,1
1908,U.S. Rebounds with Narrow Basketball Win Over Greece  ATHENS (Reuters) - The United States rebounded from a shock  opening game loss to narrowly beat Greece 77-71 at the men's  Olympic basketball tournament on Tuesday.,1
1909,"Google IPO imminent SAN JOSE, Calif. -- After months of unprecedented hype, Google took a final step toward its long-awaited public stock sale, asking regulators to finalize paperwork that could start trading as early as Wednesday. ",2
1910,Woman claims Costco discriminates against female managers SAN FRANCISCO An assistant store manager at Costco filed a federal civil rights suit today in San Francisco. Shirley  quot;Rae quot; Ellis alleges she was passed over for a promotion because the retail chain #39;s policies discriminate against women. ,2
1911,"Ford, Magna face class-action suit TORONTO (CP) -- Up to 400,000 Canadians might be driving Ford vehicles with faulty door latches that could lead to serious injury or death, according to a \$527-million class-action lawsuit commenced Tuesday against Ford Motor Co., Magna ...",2
1912,"Air Canada gets lease on life Creditors approve plan, get 10 cents on the dollar and allow airline to emerge from bankruptcy. MONTREAL (Reuters) - Air Canada creditors approved a recapitalization plan Tuesday that will allow the world #39;s 11th largest airline to emerge from bankruptcy ...",2
1913,"RealNetworks Slashes Prices For Music Downloads For three weeks, it will sell songs for 49 cents and albums for \$4.99--a move that could spark a price war. ",3
1914,"Shot-Put Returns to Ancient Stadium THENS, Aug. 17  American shot-putter John Godina walked into the ancient Olympic stadium at Olympia when he arrived there earlier this week and the history he had studied in college came to life before his eyes. ",1
1915,"No deaths  #39;miraculous #39; in English flash flooding LONDON  British police said today they believed no one had died in flash flooding that struck seaside communities in southwest England, but rescue operations were continuing. ",0
1916,"Home Depot Profit Tops Estimates on Sales  ATLANTA (Reuters) - Home Depot Inc. on Tuesday reported a  19 percent rise in second-quarter profit, handily topping  estimates, as store renovations and efforts to improve service  drove higher average sales in every category.",2
1917,Dollar Up Slightly Vs. Euro  NEW YORK (Reuters) - The dollar eked out marginal gains  against the euro on Tuesday as the market digested a  slew of  U.S. economic data that failed to substantially alter the  outlook for gradual increases in U.S. interest rates.,2
1918,"Violence Tackled at Online Gaming Parlors (AP) AP - Six days a week, teens crowd the Blue Screen Gaming cybercafe to hunt each other down with assault rifles inside virtual computer worlds. In these video game halls, nobody gets hurt. But real-life violence has flared around some of these businesses, prompting municipal crackdowns.",3
1919,HP's Fiorina stood up by Argentina's President &lt;strong&gt;HP World&lt;/strong&gt; Belly bands and three-legged stools,3
